timestamp,open,high,low,close,volume,pct_change,range,range_pct,direction,volume_change,date,range_regime,session,session_label
2021-01-26 00:00:00+00:00,32253.68,32853.53,31426.88,32051.85,72882.125,-0.625758053,1426.65,4.423216204,Down,-19.14711905,2021-01-26,Low Range,1,S1
2021-01-26 06:00:00+00:00,32055,32500.77,31112.58,31807.99,92609.019,-0.7705818125,1388.19,4.330650445,Down,27.06684801,2021-01-26,Low Range,2,S2
2021-01-26 12:00:00+00:00,31810.46,32262.21,30810,32197.29,120821.853,1.216046546,1452.21,4.565196479,Up,30.46445617,2021-01-26,Low Range,3,S3
2021-01-26 18:00:00+00:00,32198.44,32950,31861.18,32474.14,60548.71,0.8562526632,1088.82,3.3815924,Up,-49.88596144,2021-01-26,Low Range,4,S4
2021-01-27 00:00:00+00:00,32474.81,32562.2,31374,31507.3,58664.045,-2.979263004,1188.2,3.658835879,Down,-3.112642697,2021-01-27,Low Range,1,S1
2021-01-27 06:00:00+00:00,31507.3,31909.95,30577.32,30647.15,81346.257,-2.730002253,1332.63,4.229591238,Down,38.66458919,2021-01-27,Low Range,2,S2
2021-01-27 12:00:00+00:00,30647.15,31067.72,29240,30515.27,176582.07,-0.4303173378,1827.72,5.963751931,Down,117.0746098,2021-01-27,Low Range,3,S3
2021-01-27 18:00:00+00:00,30516.05,31674.65,29507.61,30381.04,114430.467,-0.4424229217,2167.04,7.10131226,Down,-35.19700669,2021-01-27,Low Range,4,S4
2021-01-28 00:00:00+00:00,30382.96,31856,29843.33,31743.86,74329.049,4.479155421,2012.67,6.624338116,Up,-35.04435405,2021-01-28,Normal Range,1,S1
2021-01-28 06:00:00+00:00,31743.85,31908.04,30835.74,31477.14,68098.8,-0.8401942423,1072.3,3.377977151,Down,-8.381984007,2021-01-28,Normal Range,2,S2
2021-01-28 12:00:00+00:00,31475.25,32499,31180.46,32295.99,92102.637,2.607572617,1318.54,4.189132731,Up,35.24854623,2021-01-28,Normal Range,3,S3
2021-01-28 18:00:00+00:00,32295.99,33778.95,32105.3,33399.75,76997.887,3.417637917,1673.65,5.182222313,Up,-16.39991046,2021-01-28,Normal Range,4,S4
2021-01-29 00:00:00+00:00,33399.99,34380,32800,33030,96862.349,-1.107754823,1580,4.730540338,Down,25.79871055,2021-01-29,Normal Range,1,S1
2021-01-29 06:00:00+00:00,33030,38356.98,31960,37066.11,302978.169,12.2195277,6396.98,19.36718135,Up,212.7925062,2021-01-29,Normal Range,2,S2
2021-01-29 12:00:00+00:00,37069.44,38641.1,35630.46,35824.05,165941.643,-3.359613741,3010.64,8.121622555,Down,-45.22983502,2021-01-29,Normal Range,3,S3
2021-01-29 18:00:00+00:00,35824.07,36086.75,33521,34269.35,147797.624,-4.339875397,2565.75,7.16208404,Down,-10.93397575,2021-01-29,Normal Range,4,S4
2021-01-30 00:00:00+00:00,34267.04,34988.88,32849.06,33534.15,85970.88,-2.138760745,2139.82,6.244542861,Down,-41.83202837,2021-01-30,High Range,1,S1
2021-01-30 06:00:00+00:00,33533.8,34480,33164.53,33707.77,78821.707,0.518789997,1315.47,3.922818172,Up,-8.315807632,2021-01-30,High Range,2,S2
2021-01-30 12:00:00+00:00,33707.77,34572,33505,34297.49,62943.73,1.749507606,1067,3.16544227,Up,-20.1441679,2021-01-30,High Range,3,S3
2021-01-30 18:00:00+00:00,34295.99,34829.25,34000,34289.85,40125.555,-0.01790296766,829.25,2.417921162,Down,-36.2517045,2021-01-30,High Range,4,S4
2021-01-31 00:00:00+00:00,34284.76,34393.22,33700,33788.49,39297.625,-1.447494455,693.22,2.021947944,Down,-2.063348407,2021-01-31,Low Range,1,S1
2021-01-31 06:00:00+00:00,33788.48,33897.66,33239.24,33603.93,48339.371,-0.5461920749,658.42,1.948652322,Down,23.00837773,2021-01-31,Low Range,2,S2
2021-01-31 12:00:00+00:00,33603.93,34268,32211.26,32329.62,82413.004,-3.79214574,2056.74,6.120534116,Down,70.48836651,2021-01-31,Low Range,3,S3
2021-01-31 18:00:00+00:00,32333.17,33280.73,32193.04,33126.21,41243.891,2.452713421,1087.69,3.364006684,Up,-49.95463216,2021-01-31,Low Range,4,S4
2021-02-01 00:00:00+00:00,33125.11,33993.7,32322.47,33787.93,63191.549,2.000959393,1671.23,5.045205888,Up,53.21432452,2021-02-01,Low Range,1,S1
2021-02-01 06:00:00+00:00,33787.94,34720,33308.01,34219.91,81961.081,1.278473917,1411.99,4.178976286,Up,29.70259836,2021-02-01,Low Range,2,S2
2021-02-01 12:00:00+00:00,34219.94,34493.94,33161,33999.29,62728.034,-0.6447994941,1332.94,3.895214311,Down,-23.46607288,2021-02-01,Low Range,3,S3
2021-02-01 18:00:00+00:00,33996.99,34121.89,33458,33546.09,32751.661,-1.326293887,663.89,1.952790526,Down,-47.78784076,2021-02-01,Low Range,4,S4
2021-02-02 00:00:00+00:00,33546.08,34200,33450,34020.31,37730.12,1.413667409,750,2.235730673,Up,15.20063059,2021-02-02,Low Range,1,S1
2021-02-02 06:00:00+00:00,34021.97,35720,33953.09,34821.61,79454.87,2.350363603,1766.91,5.19343824,Up,110.5873769,2021-02-02,Low Range,2,S2
2021-02-02 12:00:00+00:00,34821.6,35269.96,34338,34922.49,70485.122,0.2897339582,931.96,2.676384773,Up,-11.28911041,2021-02-02,Low Range,3,S3
2021-02-02 18:00:00+00:00,34922.49,36041,34844,35504.06,52186.118,1.665316534,1197,3.427590644,Up,-25.96151284,2021-02-02,Low Range,4,S4
2021-02-03 00:00:00+00:00,35504.07,36915.06,35410,36517.01,56468.222,2.853025019,1505.06,4.239119628,Up,8.205446514,2021-02-03,Normal Range,1,S1
2021-02-03 06:00:00+00:00,36519.51,36847.1,35598.79,36024.06,59073.107,-1.356672091,1248.31,3.418200299,Down,4.613010482,2021-02-03,Normal Range,2,S2
2021-02-03 12:00:00+00:00,36024.06,37273.12,35870.73,37216.1,70448.825,3.3090107,1402.39,3.892926006,Up,19.25701656,2021-02-03,Normal Range,3,S3
2021-02-03 18:00:00+00:00,37216,37700,36671.6,37652.51,54317.924,1.172909501,1028.4,2.763327601,Up,-22.8973315,2021-02-03,Normal Range,4,S4
2021-02-04 00:00:00+00:00,37651.92,38388.73,37370,37614.99,67436.206,-0.09808264758,1018.73,2.705652195,Down,24.15092668,2021-02-04,Low Range,1,S1
2021-02-04 06:00:00+00:00,37614.98,38833,36800,37361.16,103061.604,-0.6747843545,2033,5.404761614,Down,52.82829523,2021-02-04,Low Range,2,S2
2021-02-04 12:00:00+00:00,37356.21,37800,36233,36920.54,81821.498,-1.166258569,1567,4.19475102,Down,-20.60913587,2021-02-04,Low Range,3,S3
2021-02-04 18:00:00+00:00,36920.53,37859.33,36805,36976.93,54395.714,0.1527605373,1054.33,2.855674065,Up,-33.5190441,2021-02-04,Low Range,4,S4
2021-02-05 00:00:00+00:00,36975.19,37574.92,36586.68,37106.66,40172.879,0.3555627436,988.24,2.67271108,Up,-26.14697732,2021-02-05,Normal Range,1,S1
2021-02-05 06:00:00+00:00,37106.83,37867.1,37057.01,37745.41,47274.142,1.720923075,810.09,2.18312909,Up,17.67675899,2021-02-05,Normal Range,2,S2
2021-02-05 12:00:00+00:00,37745.4,38411.82,37567.21,37938.35,67084.921,0.5111881183,844.61,2.237650151,Up,41.90616299,2021-02-05,Normal Range,3,S3
2021-02-05 18:00:00+00:00,37944.2,38393.93,37250,38362.65,41745.502,1.102803591,1143.93,3.014769056,Up,-37.772153,2021-02-05,Normal Range,4,S4
2021-02-06 00:00:00+00:00,38357.17,39800,38269,39071.51,92457.933,1.862337602,1531,3.991431068,Up,121.4799884,2021-02-06,Low Range,1,S1
2021-02-06 06:00:00+00:00,39071.51,40540.81,39044.24,40264.34,73386.677,3.052940621,1496.57,3.83033571,Up,-20.62695475,2021-02-06,Low Range,2,S2
2021-02-06 12:00:00+00:00,40262,40992.4,39935.58,40284.64,78788.921,0.05623168248,1056.82,2.624857185,Up,7.361341623,2021-02-06,Low Range,3,S3
2021-02-06 18:00:00+00:00,40284.65,40583,39100,39249.54,66192.784,-2.569489868,1483,3.681302928,Down,-15.98719317,2021-02-06,Low Range,4,S4
2021-02-07 00:00:00+00:00,39249.53,39666.05,37967.03,38556.36,84287.562,-1.766059364,1699.02,4.328765211,Down,27.33648127,2021-02-07,Normal Range,1,S1
2021-02-07 06:00:00+00:00,38558,39757.87,38326,39125.98,62888.999,1.473053582,1431.87,3.713548421,Up,-25.38756905,2021-02-07,Normal Range,2,S2
2021-02-07 12:00:00+00:00,39125.97,39350,37403.27,37916.75,100618.443,-3.090581524,1946.73,4.975544376,Down,59.99371051,2021-02-07,Normal Range,3,S3
2021-02-07 18:00:00+00:00,37916.74,39144.19,37743.54,38849.25,48926.921,2.459362276,1400.65,3.694014834,Up,-51.3738043,2021-02-07,Normal Range,4,S4
2021-02-08 00:00:00+00:00,38849.24,39185.93,38037,38718.52,45958.855,-0.3364801988,1148.93,2.957406631,Down,-6.066324918,2021-02-08,Normal Range,1,S1
2021-02-08 06:00:00+00:00,38718.53,39570,38653.78,39495.35,45004.787,2.00632617,916.22,2.3663605,Up,-2.075917688,2021-02-08,Normal Range,2,S2
2021-02-08 12:00:00+00:00,39495.35,45063.24,39160.56,43179.79,226400.273,9.328794402,5902.68,14.94525305,Up,403.0582036,2021-02-08,Normal Range,3,S3
2021-02-08 18:00:00+00:00,43179.78,47146,42649,46451.32,122803.178,7.576555508,4497,10.41459683,Up,-45.75837901,2021-02-08,Normal Range,4,S4
2021-02-09 00:00:00+00:00,46451.32,47664.03,45617.57,46967.38,105948.415,1.110969505,2046.46,4.405601391,Up,-13.72502184,2021-02-09,High Range,1,S1
2021-02-09 06:00:00+00:00,46961.57,48266.36,45700,46469.5,111469.68,-1.047814202,2566.36,5.464808779,Down,5.211276639,2021-02-09,High Range,2,S2
2021-02-09 12:00:00+00:00,46474.92,47214.95,45057.65,46567.55,107133.398,0.1993118009,2157.3,4.641858448,Up,-3.890099981,2021-02-09,High Range,3,S3
2021-02-09 18:00:00+00:00,46572.82,47600,46257.88,46492.54,56925.933,-0.172375218,1342.12,2.881766661,Down,-46.86443811,2021-02-09,High Range,4,S4
2021-02-10 00:00:00+00:00,46492.53,46987.98,45690,46247.98,59057.169,-0.5259984776,1297.98,2.791803328,Down,3.743875397,2021-02-10,High Range,1,S1
2021-02-10 06:00:00+00:00,46248.21,47475,46220,46685,66640.283,0.9444473635,1255,2.713618538,Up,12.84029378,2021-02-10,High Range,2,S2
2021-02-10 12:00:00+00:00,46685,46685.95,43770,45006.36,157755.287,-3.595673128,2915.95,6.246010496,Down,136.7266162,2021-02-10,High Range,3,S3
2021-02-10 18:00:00+00:00,45007.89,45395.98,44400,44850,51526.278,-0.3508051588,995.98,2.212900894,Down,-67.33784396,2021-02-10,High Range,4,S4
2021-02-11 00:00:00+00:00,44850,45781.83,44038.97,44688.8,53961.815,-0.3594202899,1742.86,3.885975474,Down,4.726786204,2021-02-11,High Range,1,S1
2021-02-11 06:00:00+00:00,44691.99,46649,44444,46146.33,63604.489,3.254140171,2205,4.933770011,Up,17.86943971,2021-02-11,High Range,2,S2
2021-02-11 12:00:00+00:00,46146.32,48720,46135.7,47464.15,131656.466,2.855764013,2584.3,5.600229877,Up,106.9924121,2021-02-11,High Range,3,S3
2021-02-11 18:00:00+00:00,47464.15,48810,46566.84,48060.21,81317.275,1.255810965,2243.16,4.726008998,Up,-38.23525918,2021-02-11,High Range,4,S4
2021-02-12 00:00:00+00:00,48060.21,49278.98,46930,47317.15,78043.199,-1.546102275,2348.98,4.887577478,Down,-4.026298225,2021-02-12,High Range,1,S1
2021-02-12 06:00:00+00:00,47317.15,48100,46817.47,47660.8,54146.524,0.7262694393,1282.53,2.710497145,Up,-30.61980455,2021-02-12,High Range,2,S2
2021-02-12 12:00:00+00:00,47660.8,48273,46121,47807.92,82143.445,0.3086813482,2152,4.515241037,Up,51.70585096,2021-02-12,High Range,3,S3
2021-02-12 18:00:00+00:00,47807.93,48281.39,47000,47361.03,44853.12,-0.9347821585,1281.39,2.680287559,Down,-45.39659251,2021-02-12,High Range,4,S4
2021-02-13 00:00:00+00:00,47364,48290,47302,47984.39,35997.216,1.309834473,988,2.085972469,Up,-19.74423184,2021-02-13,Normal Range,1,S1
2021-02-13 06:00:00+00:00,47984.38,48018.91,46300,46656.62,73486.04,-2.767067116,1718.91,3.582228217,Down,104.143676,2021-02-13,Normal Range,2,S2
2021-02-13 12:00:00+00:00,46656.63,47462.89,46252.1,46922.74,60573.289,0.5703583821,1210.79,2.595108134,Up,-17.57170614,2021-02-13,Normal Range,3,S3
2021-02-13 18:00:00+00:00,46922.74,47484,46710.19,47221.62,29908.852,0.6369619506,773.81,1.64911512,Up,-50.62369488,2021-02-13,Normal Range,4,S4
2021-02-14 00:00:00+00:00,47221.63,49082.36,47093.16,49026.56,51352.067,3.822252641,1989.2,4.212476359,Up,71.69521251,2021-02-14,Low Range,1,S1
2021-02-14 06:00:00+00:00,49025.44,49545.64,48500,49144.99,70719.643,0.2438529873,1045.64,2.132851842,Up,37.71528028,2021-02-14,Low Range,2,S2
2021-02-14 12:00:00+00:00,49144.99,49875.16,48200,48713.01,82034.685,-0.8789909205,1675.16,3.408607876,Down,15.99985735,2021-02-14,Low Range,3,S3
2021-02-14 18:00:00+00:00,48713.01,49400,48500,48655.21,37829.271,-0.1186541337,900,1.847555715,Down,-53.88624824,2021-02-14,Low Range,4,S4
2021-02-15 00:00:00+00:00,48655.21,49100,45349.21,46762.19,96578.226,-3.890683033,3750.79,7.708917503,Down,155.3002568,2021-02-15,Normal Range,1,S1
2021-02-15 06:00:00+00:00,46762.14,48091.8,46725.81,47855.77,49175.056,2.338708194,1365.99,2.921145183,Up,-49.08266797,2021-02-15,Normal Range,2,S2
2021-02-15 12:00:00+00:00,47855.77,48872.9,47500,48638.74,59409.239,1.636103651,1372.9,2.868828566,Up,20.81173634,2021-02-15,Normal Range,3,S3
2021-02-15 18:00:00+00:00,48638.74,48862.12,47700,47981.58,43797.883,-1.351104079,1162.12,2.389288867,Down,-26.27765691,2021-02-15,Normal Range,4,S4
2021-02-16 00:00:00+00:00,47981.6,50298,47101.02,49284.64,86539.68,2.715707688,3196.98,6.662929123,Up,97.5887282,2021-02-16,High Range,1,S1
2021-02-16 06:00:00+00:00,49285.48,49468.69,48583.09,49013.86,54885.582,-0.5511156633,885.6,1.796878107,Down,-36.57755379,2021-02-16,High Range,2,S2
2021-02-16 12:00:00+00:00,49013.85,50953.44,48110,48312.04,149350.095,-1.431860586,2843.44,5.801299021,Down,172.1117087,2021-02-16,High Range,3,S3
2021-02-16 18:00:00+00:00,48312.04,49380.98,47780,49197.94,52816.654,1.833704393,1600.98,3.313832328,Up,-64.63567432,2021-02-16,High Range,4,S4
2021-02-17 00:00:00+00:00,49197.93,50377.01,49029.62,49767.66,67839.465,1.158036527,1347.39,2.738712787,Up,28.44332206,2021-02-17,High Range,1,S1
2021-02-17 06:00:00+00:00,49767.67,51806.46,49679.57,51373.56,113598.897,3.226773526,2126.89,4.273637886,Up,67.45252487,2021-02-17,High Range,2,S2
2021-02-17 12:00:00+00:00,51373.56,51774,50650,51470,74547.472,0.1877230233,1124,2.187895875,Up,-34.37658818,2021-02-17,High Range,3,S3
2021-02-17 18:00:00+00:00,51469.99,52800,51384.53,52194.62,56021.624,1.407868935,1415.47,2.750087964,Up,-24.85107476,2021-02-17,High Range,4,S4
2021-02-18 00:00:00+00:00,52194.62,52640,51780.64,52275.54,35388.372,0.1550351358,859.36,1.646453217,Up,-36.83087088,2021-02-18,High Range,1,S1
2021-02-18 06:00:00+00:00,52275.54,52340.95,51200,51492.91,54963.808,-1.497124659,1140.95,2.182569515,Down,55.31601171,2021-02-18,High Range,2,S2
2021-02-18 12:00:00+00:00,51495.66,52388.99,50948,51924.75,62598.327,0.8332546859,1440.99,2.798274651,Up,13.89008382,2021-02-18,High Range,3,S3
2021-02-18 18:00:00+00:00,51924.75,52300,51568,51619.7,32539.383,-0.5874847736,732,1.409732353,Down,-48.01876574,2021-02-18,High Range,4,S4
2021-02-19 00:00:00+00:00,51612.46,52035.65,50800,51579.63,52682.925,-0.06360867124,1235.65,2.394092434,Down,61.90511357,2021-02-19,Low Range,1,S1
2021-02-19 06:00:00+00:00,51579.63,53135,51576.04,52832.04,55466.177,2.428109701,1558.96,3.022433468,Up,5.283024813,2021-02-19,Low Range,2,S2
2021-02-19 12:00:00+00:00,52831.05,54963.91,52411.07,54884,79398.893,3.885877718,2552.84,4.832082648,Up,43.1483064,2021-02-19,Low Range,3,S3
2021-02-19 18:00:00+00:00,54881.36,56582,54600,56004.1,70363.877,2.045758341,1982,3.611426539,Up,-11.379272,2021-02-19,Low Range,4,S4
2021-02-20 00:00:00+00:00,56005.85,56766.66,55426.43,55784.44,49253.36,-0.3953337017,1340.23,2.393017872,Down,-30.00192414,2021-02-20,High Range,1,S1
2021-02-20 06:00:00+00:00,55784.44,56450,55113.27,56446.49,41620.18,1.186800477,1336.73,2.396241676,Up,-15.49778533,2021-02-20,High Range,2,S2
2021-02-20 12:00:00+00:00,56448.5,57699,55824.39,57160.55,83827.564,1.261415272,1874.61,3.320920839,Up,101.4108637,2021-02-20,High Range,3,S3
2021-02-20 18:00:00+00:00,57160.55,57348,53905,55917.41,65595.204,-2.174821621,3443,6.023385009,Down,-21.74983875,2021-02-20,High Range,4,S4
2021-02-21 00:00:00+00:00,55908.45,57066.24,55564.5,56632.08,39280.079,1.294312398,1501.74,2.686069816,Up,-40.11745279,2021-02-21,High Range,1,S1
2021-02-21 06:00:00+00:00,56632.08,58011.57,55917.51,57415.43,52052.324,1.383226609,2094.06,3.697656876,Up,32.51583328,2021-02-21,High Range,2,S2
2021-02-21 12:00:00+00:00,57414.45,57890,56675.37,57603.29,53199.16,0.3289067473,1214.63,2.115547567,Up,2.203236881,2021-02-21,High Range,3,S3
2021-02-21 18:00:00+00:00,57603.29,58472.14,57030,57487.43,52289.01,-0.2011343449,1442.14,2.503572279,Down,-1.710835284,2021-02-21,High Range,4,S4
2021-02-22 00:00:00+00:00,57475.5,57591.87,55200,55960.14,89210.74,-2.636532088,2391.87,4.161547094,Down,70.6108798,2021-02-22,Normal Range,1,S1
2021-02-22 06:00:00+00:00,55960.17,56699,53500,54606.16,95607.15,-2.419595938,3199,5.716565908,Down,7.169999935,2021-02-22,Normal Range,2,S2
2021-02-22 12:00:00+00:00,54606.16,54774.72,47751.42,52171.28,223052.373,-4.458984115,7023.3,12.86173575,Down,133.300933,2021-02-22,Normal Range,3,S3
2021-02-22 18:00:00+00:00,52171.27,55023.85,51651,54121.1,72789.924,3.737363495,3372.85,6.464956671,Up,-67.36644268,2021-02-22,Normal Range,4,S4
2021-02-23 00:00:00+00:00,54125.55,54260.12,48600,49960.12,153285.007,-7.69586637,5660.12,10.45739027,Down,110.5854747,2021-02-23,High Range,1,S1
2021-02-23 06:00:00+00:00,49966.4,51265.4,44893.82,46377.07,279336.67,-7.183487303,6371.58,12.75172916,Down,82.23352399,2021-02-23,High Range,2,S2
2021-02-23 12:00:00+00:00,46386.41,49600,45800,47183.78,210053.613,1.718973294,3800,8.192054526,Up,-24.80270743,2021-02-23,High Range,3,S3
2021-02-23 18:00:00+00:00,47178.4,48964,45285,48930,106062.172,3.712715989,3679,7.798060129,Up,-49.50709465,2021-02-23,High Range,4,S4
2021-02-24 00:00:00+00:00,48930.01,51380,47000,50302.29,101212.257,2.804577395,4380,8.951561629,Up,-4.572709486,2021-02-24,High Range,1,S1
2021-02-24 06:00:00+00:00,50302.28,51435.58,49519.33,50405.16,75335.322,0.2045235325,1916.25,3.809469471,Up,-25.56699729,2021-02-24,High Range,2,S2
2021-02-24 12:00:00+00:00,50397.89,51350,48501,50103,97624.981,-0.5851237026,2849,5.653014442,Down,29.58726187,2021-02-24,High Range,3,S3
2021-02-24 18:00:00+00:00,50101.54,50116.95,48015.9,49702.03,59242.659,-0.7974006388,2101.05,4.19358367,Down,-39.31608653,2021-02-24,High Range,4,S4
2021-02-25 00:00:00+00:00,49702.05,50932.1,49550.45,50411.1,60009.219,1.426601116,1381.65,2.779865217,Up,1.293932468,2021-02-25,High Range,1,S1
2021-02-25 06:00:00+00:00,50411.09,50623,48578.67,50333.93,74590.318,-0.1530615585,2044.33,4.055317987,Down,24.29809826,2021-02-25,High Range,2,S2
2021-02-25 12:00:00+00:00,50333.93,52134.96,49354.98,49595.01,109664.284,-1.468035578,2779.98,5.523073601,Down,47.02214301,2021-02-25,High Range,3,S3
2021-02-25 18:00:00+00:00,49598.62,50110,46685.43,47089.37,105679.195,-5.059112532,3424.57,6.904567103,Down,-3.633898709,2021-02-25,High Range,4,S4
2021-02-26 00:00:00+00:00,47087.97,47830,45520,45561.21,120979.779,-3.242356806,2310,4.905711586,Down,14.47833133,2021-02-26,High Range,1,S1
2021-02-26 06:00:00+00:00,45547.87,46879.25,44100,46433.79,128110.492,1.94503058,2779.25,6.101822105,Up,5.894136242,2021-02-26,High Range,2,S2
2021-02-26 12:00:00+00:00,46433.79,48438.01,45848.29,47691.33,111198.931,2.708243286,2589.72,5.577231581,Up,-13.20076189,2021-02-26,High Range,3,S3
2021-02-26 18:00:00+00:00,47691.32,47889.4,45078,46313.13,80381.118,-2.889813073,2811.4,5.894993051,Down,-27.71412704,2021-02-26,High Range,4,S4
2021-02-27 00:00:00+00:00,46313.12,48150,46192.05,47838.69,62697.518,3.294034174,1957.95,4.227635711,Up,-21.99969401,2021-02-27,Normal Range,1,S1
2021-02-27 06:00:00+00:00,47838.68,48476.05,46255,47330.24,69047.906,-1.062821967,2221.05,4.642791147,Down,10.12861147,2021-02-27,Normal Range,2,S2
2021-02-27 12:00:00+00:00,47337.07,47911.53,46312.68,47082.01,59361.24,-0.5388166188,1598.85,3.377585474,Down,-14.02890625,2021-02-27,Normal Range,3,S3
2021-02-27 18:00:00+00:00,47082,47615.89,44926.77,46102.63,64920.41,-2.080136783,2689.12,5.711567053,Down,9.364982942,2021-02-27,Normal Range,4,S4
2021-02-28 00:00:00+00:00,46097.09,46678,44179.82,44818.8,99830.697,-2.773038385,2498.18,5.419387645,Down,53.77397801,2021-02-28,Low Range,1,S1
2021-02-28 06:00:00+00:00,44816.46,45573.2,43765,45335.56,86691.039,1.158279793,1808.2,4.03467833,Up,-13.16194156,2021-02-28,Low Range,2,S2
2021-02-28 12:00:00+00:00,45335.56,45540,43002.05,43165.76,115204.8,-4.786088448,2537.95,5.59814415,Down,32.89124381,2021-02-28,Low Range,3,S3
2021-02-28 18:00:00+00:00,43165.75,45949.24,43070.71,45163.36,68632.289,4.627766227,2878.53,6.668550877,Up,-40.4258425,2021-02-28,Low Range,4,S4
2021-03-01 00:00:00+00:00,45162.64,46836.16,44972.49,46230.85,62706.159,2.365251456,1863.67,4.126574532,Up,-8.634609287,2021-03-01,Normal Range,1,S1
2021-03-01 06:00:00+00:00,46230.85,47949,45670,47720,80630.304,3.221117501,2279,4.929608692,Up,28.58434528,2021-03-01,Normal Range,2,S2
2021-03-01 12:00:00+00:00,47720.01,49455,47453.62,48583,110535.151,1.808444717,2001.38,4.194005827,Up,37.08884317,2021-03-01,Normal Range,3,S3
2021-03-01 18:00:00+00:00,48587.12,49800,47891,49592.7,61788.317,2.069643148,1909,3.929024812,Up,-44.10075307,2021-03-01,Normal Range,4,S4
2021-03-02 00:00:00+00:00,49594.99,50221.77,48662.26,48706.1,55022.206,-1.792297972,1559.51,3.144491006,Down,-10.95046981,2021-03-02,High Range,1,S1
2021-03-02 06:00:00+00:00,48711.11,49292.34,48287.11,48866,56647.334,0.3179767408,1005.23,2.063656525,Up,2.953585685,2021-03-02,High Range,2,S2
2021-03-02 12:00:00+00:00,48866,49714.72,47224,47877.86,94029.821,-2.022142185,2490.72,5.097040887,Down,65.99160871,2021-03-02,High Range,3,S3
2021-03-02 18:00:00+00:00,47877.88,48500,47058.06,48450.57,67401.074,1.196147365,1441.94,3.011703943,Up,-28.31947005,2021-03-02,High Range,4,S4
2021-03-03 00:00:00+00:00,48454.21,49487.48,48110.66,49082.72,46572.451,1.29712155,1376.82,2.841486839,Up,-30.90250906,2021-03-03,Low Range,1,S1
2021-03-03 06:00:00+00:00,49082.72,51850,49082.15,51721.4,108248.173,5.375985683,2767.85,5.639153657,Up,132.4296245,2021-03-03,Low Range,2,S2
